code,code_description,code_type,cms_opps_inpatient_list,ccs
037G376,Dilate Intracran Art - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037G37Z,Dilation of Intracran Art with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037G3D6,Dilate Intracran Art - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037G3DZ,Dilation of Intracran Art with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037G3E6,Dilate Intracran Art - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037G3EZ,Dilation of Intracran Art with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037G3F6,Dilate Intracran Art - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037G3FZ,Dilation of Intracran Art with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037G3G6,Dilate Intracran Art - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037G3GZ,Dilate of Intracran Art with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037G3Z6,Dilation of Intracranial Artery - Bifurcation - Perc Approach,ICD10_PROC,,ccs51thru61
037G3ZZ,Dilation of Intracranial Artery - Percutaneous Approach,ICD10_PROC,,ccs51thru61
037G446,Dilate Intracran Art - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037G44Z,Dilate Intracran Art w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037G456,Dilate Intracran Art - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037G45Z,Dilate of Intracran Art with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037G466,Dilate Intracran Art - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037G46Z,Dilate of Intracran Art with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037G476,Dilate Intracran Art - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037G47Z,Dilate of Intracran Art with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037G4D6,Dilate Intracran Art - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037G4DZ,Dilate Intracran Art w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037G4E6,Dilate Intracran Art - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037G4EZ,Dilate Intracran Art w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037G4F6,Dilate Intracran Art - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037G4FZ,Dilate Intracran Art w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037G4G6,Dilate Intracran Art - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037G4GZ,Dilate Intracran Art w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037G4Z6,Dilation of Intracranial Artery - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037G4ZZ,Dilation of Intracranial Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037H046,Dilate R Com Carotid - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
037H04Z,Dilate of R Com Carotid with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
037H056,Dilate R Com Carotid - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037H05Z,Dilation of R Com Carotid with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037H066,Dilate R Com Carotid - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037H06Z,Dilation of R Com Carotid with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037H076,Dilate R Com Carotid - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037H07Z,Dilation of R Com Carotid with 4 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037H0D6,Dilate R Com Carotid - Bifurc - w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037H0DZ,Dilation of R Com Carotid with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037H0E6,Dilate R Com Carotid - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037H0EZ,Dilation of R Com Carotid with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037H0F6,Dilate R Com Carotid - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037H0FZ,Dilation of R Com Carotid with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037H0G6,Dilate R Com Carotid - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037H0GZ,Dilate of R Com Carotid with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037H0Z6,Dilation of R Com Carotid - Bifurc - Open Approach,ICD10_PROC,,ccs51thru61
037H0ZZ,Dilation of Right Common Carotid Artery - Open Approach,ICD10_PROC,,ccs51thru61
037H346,Dilate R Com Carotid - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
037H34Z,Dilate of R Com Carotid with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
037H356,Dilate R Com Carotid - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037H35Z,Dilation of R Com Carotid with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037H366,Dilate R Com Carotid - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037H36Z,Dilation of R Com Carotid with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037H376,Dilate R Com Carotid - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037H37Z,Dilation of R Com Carotid with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037H3D6,Dilate R Com Carotid - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037H3DZ,Dilation of R Com Carotid with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037H3E6,Dilate R Com Carotid - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037H3EZ,Dilation of R Com Carotid with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037H3F6,Dilate R Com Carotid - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037H3FZ,Dilation of R Com Carotid with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037H3G6,Dilate R Com Carotid - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037H3GZ,Dilate of R Com Carotid with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037H3Z6,Dilation of R Com Carotid - Bifurc - Perc Approach,ICD10_PROC,,ccs51thru61
037H3ZZ,Dilation of Right Common Carotid Artery - Perc Approach,ICD10_PROC,,ccs51thru61
037H446,Dilate R Com Carotid - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037H44Z,Dilate R Com Carotid w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037H456,Dilate R Com Carotid - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037H45Z,Dilate of R Com Carotid with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037H466,Dilate R Com Carotid - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037H46Z,Dilate of R Com Carotid with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037H476,Dilate R Com Carotid - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037H47Z,Dilate of R Com Carotid with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037H4D6,Dilate R Com Carotid - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037H4DZ,Dilate R Com Carotid w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037H4E6,Dilate R Com Carotid - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037H4EZ,Dilate R Com Carotid w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037H4F6,Dilate R Com Carotid - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037H4FZ,Dilate R Com Carotid w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037H4G6,Dilate R Com Carotid - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037H4GZ,Dilate R Com Carotid w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037H4Z6,Dilation of R Com Carotid - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037H4ZZ,Dilation of Right Common Carotid Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037J046,Dilate L Com Carotid - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
037J04Z,Dilate of L Com Carotid with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
037J056,Dilate L Com Carotid - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037J05Z,Dilation of L Com Carotid with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037J066,Dilate L Com Carotid - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037J06Z,Dilation of L Com Carotid with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037J076,Dilate L Com Carotid - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037J07Z,Dilation of L Com Carotid with 4 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037J0D6,Dilate L Com Carotid - Bifurc - w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037J0DZ,Dilation of L Com Carotid with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037J0E6,Dilate L Com Carotid - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037J0EZ,Dilation of L Com Carotid with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037J0F6,Dilate L Com Carotid - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037J0FZ,Dilation of L Com Carotid with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037J0G6,Dilate L Com Carotid - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037J0GZ,Dilate of L Com Carotid with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037J0Z6,Dilation of L Com Carotid - Bifurc - Open Approach,ICD10_PROC,,ccs51thru61
037J0ZZ,Dilation of Left Common Carotid Artery - Open Approach,ICD10_PROC,,ccs51thru61
037J346,Dilate L Com Carotid - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
037J34Z,Dilate of L Com Carotid with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
037J356,Dilate L Com Carotid - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037J35Z,Dilation of L Com Carotid with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037J366,Dilate L Com Carotid - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037J36Z,Dilation of L Com Carotid with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037J376,Dilate L Com Carotid - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037J37Z,Dilation of L Com Carotid with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037J3D6,Dilate L Com Carotid - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037J3DZ,Dilation of L Com Carotid with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037J3E6,Dilate L Com Carotid - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037J3EZ,Dilation of L Com Carotid with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037J3F6,Dilate L Com Carotid - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037J3FZ,Dilation of L Com Carotid with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037J3G6,Dilate L Com Carotid - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037J3GZ,Dilate of L Com Carotid with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037J3Z6,Dilation of L Com Carotid - Bifurc - Perc Approach,ICD10_PROC,,ccs51thru61
037J3ZZ,Dilation of Left Common Carotid Artery - Perc Approach,ICD10_PROC,,ccs51thru61
037J446,Dilate L Com Carotid - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037J44Z,Dilate L Com Carotid w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037J456,Dilate L Com Carotid - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037J45Z,Dilate of L Com Carotid with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037J466,Dilate L Com Carotid - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037J46Z,Dilate of L Com Carotid with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037J476,Dilate L Com Carotid - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037J47Z,Dilate of L Com Carotid with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037J4D6,Dilate L Com Carotid - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037J4DZ,Dilate L Com Carotid w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037J4E6,Dilate L Com Carotid - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037J4EZ,Dilate L Com Carotid w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037J4F6,Dilate L Com Carotid - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037J4FZ,Dilate L Com Carotid w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037J4G6,Dilate L Com Carotid - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037J4GZ,Dilate L Com Carotid w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037J4Z6,Dilation of L Com Carotid - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037J4ZZ,Dilation of Left Common Carotid Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037K046,Dilate R Int Carotid - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
037K04Z,Dilate of R Int Carotid with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
037K056,Dilate R Int Carotid - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037K05Z,Dilation of R Int Carotid with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037K066,Dilate R Int Carotid - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037K06Z,Dilation of R Int Carotid with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037K076,Dilate R Int Carotid - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037K07Z,Dilation of R Int Carotid with 4 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037K0D6,Dilate R Int Carotid - Bifurc - w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037K0DZ,Dilation of R Int Carotid with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037K0E6,Dilate R Int Carotid - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037K0EZ,Dilation of R Int Carotid with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037K0F6,Dilate R Int Carotid - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037K0FZ,Dilation of R Int Carotid with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037K0G6,Dilate R Int Carotid - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037K0GZ,Dilate of R Int Carotid with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037K0Z6,Dilation of R Int Carotid - Bifurc - Open Approach,ICD10_PROC,,ccs51thru61
037K0ZZ,Dilation of Right Internal Carotid Artery - Open Approach,ICD10_PROC,,ccs51thru61
037K346,Dilate R Int Carotid - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
037K34Z,Dilate of R Int Carotid with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
037K356,Dilate R Int Carotid - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037K35Z,Dilation of R Int Carotid with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037K366,Dilate R Int Carotid - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037K36Z,Dilation of R Int Carotid with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037K376,Dilate R Int Carotid - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037K37Z,Dilation of R Int Carotid with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037K3D6,Dilate R Int Carotid - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037K3DZ,Dilation of R Int Carotid with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037K3E6,Dilate R Int Carotid - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037K3EZ,Dilation of R Int Carotid with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037K3F6,Dilate R Int Carotid - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037K3FZ,Dilation of R Int Carotid with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037K3G6,Dilate R Int Carotid - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037K3GZ,Dilate of R Int Carotid with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037K3Z6,Dilation of R Int Carotid - Bifurc - Perc Approach,ICD10_PROC,,ccs51thru61
037K3ZZ,Dilation of Right Internal Carotid Artery - Perc Approach,ICD10_PROC,,ccs51thru61
037K446,Dilate R Int Carotid - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037K44Z,Dilate R Int Carotid w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037K456,Dilate R Int Carotid - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037K45Z,Dilate of R Int Carotid with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037K466,Dilate R Int Carotid - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037K46Z,Dilate of R Int Carotid with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037K476,Dilate R Int Carotid - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037K47Z,Dilate of R Int Carotid with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037K4D6,Dilate R Int Carotid - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037K4DZ,Dilate R Int Carotid w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037K4E6,Dilate R Int Carotid - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037K4EZ,Dilate R Int Carotid w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037K4F6,Dilate R Int Carotid - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037K4FZ,Dilate R Int Carotid w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037K4G6,Dilate R Int Carotid - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037K4GZ,Dilate R Int Carotid w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037K4Z6,Dilation of R Int Carotid - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037K4ZZ,Dilation of R Int Carotid - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037L046,Dilate L Int Carotid - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
037L04Z,Dilate of L Int Carotid with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
037L056,Dilate L Int Carotid - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037L05Z,Dilation of L Int Carotid with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037L066,Dilate L Int Carotid - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037L06Z,Dilation of L Int Carotid with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037L076,Dilate L Int Carotid - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037L07Z,Dilation of L Int Carotid with 4 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037L0D6,Dilate L Int Carotid - Bifurc - w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037L0DZ,Dilation of L Int Carotid with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037L0E6,Dilate L Int Carotid - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037L0EZ,Dilation of L Int Carotid with 2 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037L0F6,Dilate L Int Carotid - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037L0FZ,Dilation of L Int Carotid with 3 Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037L0G6,Dilate L Int Carotid - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,,ccs51thru61
037L0GZ,Dilate of L Int Carotid with 4+ Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
037L0Z6,Dilation of L Int Carotid - Bifurc - Open Approach,ICD10_PROC,,ccs51thru61
037L0ZZ,Dilation of Left Internal Carotid Artery - Open Approach,ICD10_PROC,,ccs51thru61
037L346,Dilate L Int Carotid - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,,ccs51thru61
037L34Z,Dilate of L Int Carotid with Drug-elut Intra - Perc Approach,ICD10_PROC,,ccs51thru61
037L356,Dilate L Int Carotid - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037L35Z,Dilation of L Int Carotid with 2 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037L366,Dilate L Int Carotid - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037L36Z,Dilation of L Int Carotid with 3 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037L376,Dilate L Int Carotid - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,,ccs51thru61
037L37Z,Dilation of L Int Carotid with 4 Drug-elut - Perc Approach,ICD10_PROC,,ccs51thru61
037L3D6,Dilate L Int Carotid - Bifurc - w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037L3DZ,Dilation of L Int Carotid with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037L3E6,Dilate L Int Carotid - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037L3EZ,Dilation of L Int Carotid with 2 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037L3F6,Dilate L Int Carotid - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037L3FZ,Dilation of L Int Carotid with 3 Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037L3G6,Dilate L Int Carotid - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
037L3GZ,Dilate of L Int Carotid with 4+ Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
037L3Z6,Dilation of L Int Carotid - Bifurc - Perc Approach,ICD10_PROC,,ccs51thru61
037L3ZZ,Dilation of Left Internal Carotid Artery - Perc Approach,ICD10_PROC,,ccs51thru61
037L446,Dilate L Int Carotid - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037L44Z,Dilate L Int Carotid w Drug-elut Intra - Perc Endo,ICD10_PROC,,ccs51thru61
037L456,Dilate L Int Carotid - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037L45Z,Dilate of L Int Carotid with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037L466,Dilate L Int Carotid - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037L46Z,Dilate of L Int Carotid with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037L476,Dilate L Int Carotid - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,,ccs51thru61
037L47Z,Dilate of L Int Carotid with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037L4D6,Dilate L Int Carotid - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037L4DZ,Dilate L Int Carotid w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037L4E6,Dilate L Int Carotid - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037L4EZ,Dilate L Int Carotid w 2 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037L4F6,Dilate L Int Carotid - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037L4FZ,Dilate L Int Carotid w 3 Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037L4G6,Dilate L Int Carotid - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037L4GZ,Dilate L Int Carotid w 4+ Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
037L4Z6,Dilation of L Int Carotid - Bifurc - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037L4ZZ,Dilation of Left Internal Carotid Artery - Perc Endo Approach,ICD10_PROC,,ccs51thru61
037M046,Dilate R Ext Carotid - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,,ccs51thru61
037M04Z,Dilate of R Ext Carotid with Drug-elut Intra - Open Approach,ICD10_PROC,,ccs51thru61
037M056,Dilate R Ext Carotid - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037M05Z,Dilation of R Ext Carotid with 2 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
037M066,Dilate R Ext Carotid - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,,ccs51thru61
037M06Z,Dilation of R Ext Carotid with 3 Drug-elut - Open Approach,ICD10_PROC,,ccs51thru61
